subj_idx,cond,R1,R2,reward,choice,rt,postjudgment,block
5,1,11,10,11,1,0.59,1,1
5,1,11,10,11,1,0.614,1,1
5,1,11,10,11,1,0.726,1,1
5,1,11,10,11,1,0.606,1,1
5,1,11,10,11,1,0.638,1,1
5,1,11,10,11,1,0.774,1,1
5,1,11,10,11,1,0.598,1,1
5,1,11,10,11,1,0.58,1,1
5,1,11,10,10,2,0.598,0,1
5,1,11,10,11,1,0.718,1,1
5,1,11,10,11,1,0.702,1,1
5,1,11,10,11,1,0.678,1,1
5,1,11,10,11,1,0.758,1,1
5,1,11,10,11,1,0.558,1,1
5,1,11,10,11,1,0.726,1,1
5,1,11,10,10,2,0.966,0,1
5,1,11,10,11,1,0.654,1,1
5,1,11,10,11,1,0.494,1,1
5,1,11,10,11,1,0.558,1,1
5,1,11,10,11,1,0.694,1,1
5,1,11,10,11,1,0.878,1,1
5,1,11,10,11,1,0.59,1,1
5,1,11,10,11,1,0.87,1,1
5,1,11,12,11,1,0.614,1,1
5,1,11,12,11,1,0.83,1,1
5,1,11,12,11,1,0.653,1,1
5,1,11,12,11,1,0.542,1,1
5,1,11,12,12,2,0.814,0,1
5,1,11,12,12,2,0.758,1,1
5,1,13,12,12,2,0.598,1,1
5,1,13,12,12,2,0.582,1,1
5,1,13,12,12,2,1.19,1,1
5,1,13,12,12,2,0.59,1,1
5,1,13,12,12,2,0.582,1,1
5,1,13,14,14,2,0.558,1,1
5,1,13,14,14,2,0.942,1,1
5,1,13,14,13,1,0.862,0,1
5,1,13,14,14,2,0.622,1,1
5,1,13,14,14,2,0.646,1,1
6,1,3,2,3,1,1.765,0.5,1
6,1,3,2,2,2,0.778,0.5,1
6,1,3,2,3,1,1.04,1,1
6,1,3,4,3,1,2.067,1,1
6,1,3,4,3,1,2.357,1,1
6,1,3,4,4,2,1.875,0.1,1
6,1,3,4,4,2,1.25,1,1
6,1,3,4,4,2,0.495,1,1
6,1,3,4,4,2,0.558,1,1
6,1,3,4,3,1,0.442,0.15,1
6,1,3,4,4,2,0.417,1,1
6,1,5,4,4,2,0.404,1,1
6,1,5,4,4,2,0.399,0.5,1
6,1,5,4,4,2,0.609,0.09,1
6,1,5,4,4,2,0.864,0,1
6,1,5,6,5,1,0.545,0,1
6,1,7,6,7,1,0.882,1,1
6,1,7,6,7,1,0.584,1,1
6,1,7,6,7,1,1.456,1,1
6,1,7,6,7,1,0.944,1,1
6,1,7,6,7,1,1.166,1,1
6,1,7,6,7,1,0.481,1,1
6,1,7,6,7,1,0.79,0.5,1
6,1,7,6,7,1,0.381,0.21,1
6,1,7,8,8,2,0.576,0.02,1
6,1,7,8,8,2,0.478,0.99,1
6,1,7,8,8,2,0.453,0.5,1
6,1,7,8,8,2,0.898,0.03,1
6,1,7,8,7,1,0.8,0,1
6,1,7,8,8,2,0.486,0.99,1
6,1,7,8,8,2,0.458,0.5,1
6,1,7,8,8,2,0.389,0.21,1
6,1,7,8,7,1,1.395,0,1
6,1,7,8,8,2,0.366,0.8,1
6,1,7,8,8,2,0.444,0.5,1
6,1,7,8,8,2,0.683,0.17,1
6,1,7,8,7,1,0.956,0,1
6,1,9,8,8,2,0.588,0.91,1
6,1,9,8,8,2,0.643,0.5,1
6,1,9,8,8,2,0.792,0.27,1
6,1,9,8,9,1,0.532,0.01,1
6,1,9,8,9,1,0.502,1,1
6,1,9,8,9,1,0.407,1,1
6,1,9,8,9,1,1.192,1,1
6,1,9,8,9,1,0.386,1,1
6,1,9,8,9,1,1.416,1,1
6,1,9,8,9,1,0.469,0.88,1
6,1,9,8,9,1,0.875,0.68,1
6,1,9,8,9,1,0.377,0.5,1
6,1,9,8,9,1,0.784,0.23,1
6,1,9,8,8,2,0.756,0,1
6,1,9,8,9,1,1.108,0.69,1
6,1,9,8,9,1,0.788,0.5,1
6,1,9,8,9,1,0.382,0.25,1
6,1,9,8,9,1,0.396,0.12,1
6,1,9,8,8,2,0.389,0,1
6,1,9,8,9,1,0.403,0.84,1
6,1,9,8,9,1,0.335,0.75,1
6,1,9,8,9,1,0.9,0.5,1
6,1,9,10,9,1,0.813,0.25,1
6,1,9,10,9,1,0.937,0.07,1
6,1,9,10,10,2,0.403,0,1
6,1,9,10,10,2,0.645,0.76,1
6,1,9,10,10,2,0.706,0.98,1
6,1,9,10,10,2,0.686,1,1
6,1,9,10,10,2,0.513,1,1
6,1,9,10,10,2,0.513,0.91,1
6,1,9,10,10,2,0.44,0.76,1
6,1,9,10,10,2,0.479,0.5,1
6,1,9,10,10,2,0.446,0.34,1
6,1,9,10,10,2,0.795,0.16,1
6,1,9,10,9,1,0.491,0.06,1
6,1,9,10,10,2,0.403,0.94,1
6,1,11,10,10,2,0.421,0.78,1
6,1,11,10,10,2,0.381,0.67,1
6,1,11,10,10,2,1.388,0.5,1
6,1,11,10,10,2,0.347,0.16,1
6,1,11,12,11,1,0.377,0,1
6,1,11,12,11,1,0.334,0.98,1
6,1,11,12,11,1,0.615,0.98,1
6,1,11,12,11,1,0.839,0.69,1
6,1,13,12,13,1,0.938,0.5,1
6,1,13,12,13,1,0.747,1,1
6,1,13,12,13,1,0.754,1,1
6,1,13,12,13,1,0.441,1,1
6,1,13,12,13,1,0.823,0.99,1
6,1,13,12,13,1,1.209,0.98,1
6,1,13,12,13,1,0.929,0.5,1
6,1,13,12,13,1,0.727,0.07,1
6,1,13,12,12,2,0.433,0.03,1
6,1,13,12,13,1,0.749,0.85,1
6,1,13,12,13,1,0.813,0.5,1
6,1,13,12,13,1,0.632,0.5,1
6,1,13,12,13,1,0.539,0.18,1
6,1,13,12,12,2,0.464,0,1
6,1,13,12,13,1,0.533,0.81,1
6,1,13,12,13,1,0.461,0.5,1
6,1,13,12,13,1,0.501,0.23,1
6,1,13,12,12,2,0.48,0.01,1
6,1,13,12,13,1,0.58,0.5,1
7,1,3,2,3,1,1.888,0.26,1
7,1,3,2,2,2,2.004,0.21,1
7,1,3,4,3,1,0.909,0.84,1
7,1,3,4,3,1,1.095,0.82,1
7,1,3,4,3,1,1.176,0.8,1
